data_hora,lixo1,lixo2,user
20210402201000,-2.289.836.111,-4.309.041.667,243
20210402201500,-2.289.836.111,-4.309.041.667,248
20210402202000,-2.289.836.111,-4.309.041.667,262
20210402202500,-2.289.836.111,-4.309.041.667,270
20210402203000,-2.289.836.111,-4.309.041.667,223
20210402203500,-2.289.836.111,-4.309.041.667,200
20210402204000,-2.289.836.111,-4.309.041.667,233
20210402204500,-2.289.836.111,-4.309.041.667,225
20210402205000,-2.289.836.111,-4.309.041.667,221
20210402205500,-2.289.836.111,-4.309.041.667,215
,,,
20210402210000,-2.289.836.111,-4.309.041.667,200
20210402210500,-2.289.836.111,-4.309.041.667,289
20210402211000,-2.289.836.111,-4.309.041.667,245
20210402211500,-2.289.836.111,-4.309.041.667,218
20210402212000,-2.289.836.111,-4.309.041.667,228
20210402212500,-2.289.836.111,-4.309.041.667,228
20210402213000,-2.289.836.111,-4.309.041.667,204
20210402213500,-2.289.836.111,-4.309.041.667,159
20210402214000,-2.289.836.111,-4.309.041.667,207
20210402214500,-2.289.836.111,-4.309.041.667,191
20210402215000,-2.289.836.111,-4.309.041.667,198
20210402215500,-2.289.836.111,-4.309.041.667,181
,,,
20210402220000,-2.289.836.111,-4.309.041.667,192
20210402220500,-2.289.836.111,-4.309.041.667,249
20210402221000,-2.289.836.111,-4.309.041.667,184
20210402221500,-2.289.836.111,-4.309.041.667,244
20210402222000,-2.289.836.111,-4.309.041.667,190
20210402222500,-2.289.836.111,-4.309.041.667,230
20210402223000,-2.289.836.111,-4.309.041.667,188
20210402223500,-2.289.836.111,-4.309.041.667,190
20210402224000,-2.289.836.111,-4.309.041.667,161
20210402224500,-2.289.836.111,-4.309.041.667,149
20210402225000,-2.289.836.111,-4.309.041.667,60
20210402225500,-2.289.836.111,-4.309.041.667,102
,,,
20210402230000,-2.289.836.111,-4.309.041.667,92
20210402230500,-2.289.836.111,-4.309.041.667,83
20210402231000,-2.289.836.111,-4.309.041.667,103
20210402231500,-2.289.836.111,-4.309.041.667,68
20210402232000,-2.289.836.111,-4.309.041.667,79
20210402232500,-2.289.836.111,-4.309.041.667,71
20210402233000,-2.289.836.111,-4.309.041.667,77
20210402233500,-2.289.836.111,-4.309.041.667,51
20210402234000,-2.289.836.111,-4.309.041.667,47
20210402234500,-2.289.836.111,-4.309.041.667,30
,,,
20210403000000,-2.289.836.111,-4.309.041.667,199
20210403000500,-2.289.836.111,-4.309.041.667,184
20210403001000,-2.289.836.111,-4.309.041.667,130
20210403001500,-2.289.836.111,-4.309.041.667,160
20210403002000,-2.289.836.111,-4.309.041.667,150
20210403002500,-2.289.836.111,-4.309.041.667,148
20210403003000,-2.289.836.111,-4.309.041.667,146
20210403003500,-2.289.836.111,-4.309.041.667,131
20210403004000,-2.289.836.111,-4.309.041.667,129
20210403004500,-2.289.836.111,-4.309.041.667,90
20210403005000,-2.289.836.111,-4.309.041.667,120
20210403005500,-2.289.836.111,-4.309.041.667,112
,,,
20210403010000,-2.289.836.111,-4.309.041.667,135
20210403010500,-2.289.836.111,-4.309.041.667,135
20210403011000,-2.289.836.111,-4.309.041.667,99
20210403011500,-2.289.836.111,-4.309.041.667,108
20210403012000,-2.289.836.111,-4.309.041.667,104
20210403012500,-2.289.836.111,-4.309.041.667,135
20210403013000,-2.289.836.111,-4.309.041.667,112
20210403013500,-2.289.836.111,-4.309.041.667,99
20210403014000,-2.289.836.111,-4.309.041.667,102
20210403014500,-2.289.836.111,-4.309.041.667,102
20210403015000,-2.289.836.111,-4.309.041.667,132
20210403015500,-2.289.836.111,-4.309.041.667,109
,,,
20210403020000,-2.289.836.111,-4.309.041.667,159
20210403020500,-2.289.836.111,-4.309.041.667,151
20210403021000,-2.289.836.111,-4.309.041.667,116
20210403021500,-2.289.836.111,-4.309.041.667,94
20210403022000,-2.289.836.111,-4.309.041.667,139
20210403022500,-2.289.836.111,-4.309.041.667,100
20210403023000,-2.289.836.111,-4.309.041.667,112
20210403023500,-2.289.836.111,-4.309.041.667,123
20210403024000,-2.289.836.111,-4.309.041.667,95
20210403024500,-2.289.836.111,-4.309.041.667,112
20210403025000,-2.289.836.111,-4.309.041.667,109
20210403025500,-2.289.836.111,-4.309.041.667,118
,,,
20210403030000,-2.289.836.111,-4.309.041.667,124
20210403030500,-2.289.836.111,-4.309.041.667,99
20210403031000,-2.289.836.111,-4.309.041.667,131
20210403031500,-2.289.836.111,-4.309.041.667,84
20210403032000,-2.289.836.111,-4.309.041.667,112
20210403032500,-2.289.836.111,-4.309.041.667,107
20210403033000,-2.289.836.111,-4.309.041.667,93
20210403033500,-2.289.836.111,-4.309.041.667,94
20210403034000,-2.289.836.111,-4.309.041.667,84
20210403034500,-2.289.836.111,-4.309.041.667,82
20210403035000,-2.289.836.111,-4.309.041.667,113
20210403035500,-2.289.836.111,-4.309.041.667,80
,,,
20210403040000,-2.289.836.111,-4.309.041.667,119
20210403040500,-2.289.836.111,-4.309.041.667,102
20210403041000,-2.289.836.111,-4.309.041.667,106
20210403041500,-2.289.836.111,-4.309.041.667,94
20210403042000,-2.289.836.111,-4.309.041.667,91
20210403042500,-2.289.836.111,-4.309.041.667,112
20210403043000,-2.289.836.111,-4.309.041.667,85
20210403043500,-2.289.836.111,-4.309.041.667,94
20210403044000,-2.289.836.111,-4.309.041.667,89
20210403044500,-2.289.836.111,-4.309.041.667,87
20210403045000,-2.289.836.111,-4.309.041.667,122
20210403045500,-2.289.836.111,-4.309.041.667,97
,,,
20210403050000,-2.289.836.111,-4.309.041.667,118
20210403050500,-2.289.836.111,-4.309.041.667,100
20210403051000,-2.289.836.111,-4.309.041.667,100
20210403051500,-2.289.836.111,-4.309.041.667,98
20210403052000,-2.289.836.111,-4.309.041.667,109
20210403052500,-2.289.836.111,-4.309.041.667,112
20210403053000,-2.289.836.111,-4.309.041.667,89
20210403053500,-2.289.836.111,-4.309.041.667,113
20210403054000,-2.289.836.111,-4.309.041.667,84
20210403054500,-2.289.836.111,-4.309.041.667,79
20210403055000,-2.289.836.111,-4.309.041.667,112
20210403055500,-2.289.836.111,-4.309.041.667,101
,,,
20210403060000,-2.289.836.111,-4.309.041.667,115
20210403060500,-2.289.836.111,-4.309.041.667,109
20210403061000,-2.289.836.111,-4.309.041.667,119
20210403061500,-2.289.836.111,-4.309.041.667,98
20210403062000,-2.289.836.111,-4.309.041.667,128
20210403062500,-2.289.836.111,-4.309.041.667,136
20210403063000,-2.289.836.111,-4.309.041.667,106
20210403063500,-2.289.836.111,-4.309.041.667,130
20210403064000,-2.289.836.111,-4.309.041.667,92
20210403064500,-2.289.836.111,-4.309.041.667,74
20210403065000,-2.289.836.111,-4.309.041.667,132
20210403065500,-2.289.836.111,-4.309.041.667,109
,,,
20210403070000,-2.289.836.111,-4.309.041.667,134
20210403070500,-2.289.836.111,-4.309.041.667,140
20210403071000,-2.289.836.111,-4.309.041.667,144
20210403071500,-2.289.836.111,-4.309.041.667,123
20210403072000,-2.289.836.111,-4.309.041.667,92
20210403072500,-2.289.836.111,-4.309.041.667,119
20210403073000,-2.289.836.111,-4.309.041.667,139
20210403073500,-2.289.836.111,-4.309.041.667,120
20210403074000,-2.289.836.111,-4.309.041.667,117
20210403074500,-2.289.836.111,-4.309.041.667,94
20210403075000,-2.289.836.111,-4.309.041.667,122
20210403075500,-2.289.836.111,-4.309.041.667,116
,,,
20210403080000,-2.289.836.111,-4.309.041.667,154
20210403080500,-2.289.836.111,-4.309.041.667,171
20210403081000,-2.289.836.111,-4.309.041.667,155
20210403081500,-2.289.836.111,-4.309.041.667,174
20210403082000,-2.289.836.111,-4.309.041.667,151
20210403082500,-2.289.836.111,-4.309.041.667,191
20210403083000,-2.289.836.111,-4.309.041.667,168
20210403083500,-2.289.836.111,-4.309.041.667,127
20210403084000,-2.289.836.111,-4.309.041.667,158
20210403084500,-2.289.836.111,-4.309.041.667,115
20210403085000,-2.289.836.111,-4.309.041.667,193
20210403085500,-2.289.836.111,-4.309.041.667,180
,,,
20210403090000,-2.289.836.111,-4.309.041.667,213
20210403090500,-2.289.836.111,-4.309.041.667,199
20210403091000,-2.289.836.111,-4.309.041.667,171
20210403091500,-2.289.836.111,-4.309.041.667,192
20210403092000,-2.289.836.111,-4.309.041.667,180
20210403092500,-2.289.836.111,-4.309.041.667,192
20210403093000,-2.289.836.111,-4.309.041.667,173
20210403093500,-2.289.836.111,-4.309.041.667,152
20210403094000,-2.289.836.111,-4.309.041.667,218
20210403094500,-2.289.836.111,-4.309.041.667,134
20210403095000,-2.289.836.111,-4.309.041.667,192
20210403095500,-2.289.836.111,-4.309.041.667,227
,,,
20210403100000,-2.289.836.111,-4.309.041.667,217
20210403100500,-2.289.836.111,-4.309.041.667,265
20210403101000,-2.289.836.111,-4.309.041.667,248
20210403101500,-2.289.836.111,-4.309.041.667,208
20210403102000,-2.289.836.111,-4.309.041.667,220
20210403102500,-2.289.836.111,-4.309.041.667,265
20210403103000,-2.289.836.111,-4.309.041.667,245
20210403103500,-2.289.836.111,-4.309.041.667,263
20210403104000,-2.289.836.111,-4.309.041.667,255
20210403104500,-2.289.836.111,-4.309.041.667,226
20210403105000,-2.289.836.111,-4.309.041.667,271
20210403105500,-2.289.836.111,-4.309.041.667,219
,,,
20210403110000,-2.289.836.111,-4.309.041.667,203
20210403110500,-2.289.836.111,-4.309.041.667,209
20210403111000,-2.289.836.111,-4.309.041.667,254
20210403111500,-2.289.836.111,-4.309.041.667,256
20210403112000,-2.289.836.111,-4.309.041.667,232
20210403112500,-2.289.836.111,-4.309.041.667,240
20210403113000,-2.289.836.111,-4.309.041.667,291
20210403113500,-2.289.836.111,-4.309.041.667,226
20210403114000,-2.289.836.111,-4.309.041.667,247
20210403114500,-2.289.836.111,-4.309.041.667,225
20210403115000,-2.289.836.111,-4.309.041.667,227
20210403115500,-2.289.836.111,-4.309.041.667,261
,,,
20210403120000,-2.289.836.111,-4.309.041.667,244
20210403120500,-2.289.836.111,-4.309.041.667,296
20210403121000,-2.289.836.111,-4.309.041.667,293
20210403121500,-2.289.836.111,-4.309.041.667,210
20210403122000,-2.289.836.111,-4.309.041.667,169
20210403122500,-2.289.836.111,-4.309.041.667,214
20210403123000,-2.289.836.111,-4.309.041.667,191
20210403123500,-2.289.836.111,-4.309.041.667,221
20210403124000,-2.289.836.111,-4.309.041.667,215
20210403124500,-2.289.836.111,-4.309.041.667,247
20210403125000,-2.289.836.111,-4.309.041.667,220
20210403125500,-2.289.836.111,-4.309.041.667,236
,,,
20210403130000,-2.289.836.111,-4.309.041.667,235
20210403130500,-2.289.836.111,-4.309.041.667,244
20210403131000,-2.289.836.111,-4.309.041.667,229
20210403131500,-2.289.836.111,-4.309.041.667,234
20210403132000,-2.289.836.111,-4.309.041.667,223
20210403132500,-2.289.836.111,-4.309.041.667,294
20210403133000,-2.289.836.111,-4.309.041.667,245
20210403133500,-2.289.836.111,-4.309.041.667,200
20210403134000,-2.289.836.111,-4.309.041.667,206
20210403134500,-2.289.836.111,-4.309.041.667,218
20210403135000,-2.289.836.111,-4.309.041.667,228
20210403135500,-2.289.836.111,-4.309.041.667,225
,,,
20210403140000,-2.289.836.111,-4.309.041.667,238
20210403140500,-2.289.836.111,-4.309.041.667,213
20210403141000,-2.289.836.111,-4.309.041.667,204
20210403141500,-2.289.836.111,-4.309.041.667,213
20210403142000,-2.289.836.111,-4.309.041.667,219
20210403142500,-2.289.836.111,-4.309.041.667,258
20210403143000,-2.289.836.111,-4.309.041.667,248
20210403143500,-2.289.836.111,-4.309.041.667,223
20210403144000,-2.289.836.111,-4.309.041.667,181
20210403144500,-2.289.836.111,-4.309.041.667,216
20210403145000,-2.289.836.111,-4.309.041.667,192
20210403145500,-2.289.836.111,-4.309.041.667,164
,,,
20210403150000,-2.289.836.111,-4.309.041.667,187
20210403150500,-2.289.836.111,-4.309.041.667,234
20210403151000,-2.289.836.111,-4.309.041.667,237
20210403151500,-2.289.836.111,-4.309.041.667,175
20210403152000,-2.289.836.111,-4.309.041.667,219
20210403152500,-2.289.836.111,-4.309.041.667,244
20210403153000,-2.289.836.111,-4.309.041.667,232
20210403153500,-2.289.836.111,-4.309.041.667,212
20210403154000,-2.289.836.111,-4.309.041.667,247
20210403154500,-2.289.836.111,-4.309.041.667,184
20210403155000,-2.289.836.111,-4.309.041.667,185
20210403155500,-2.289.836.111,-4.309.041.667,207
,,,
20210403160000,-2.289.836.111,-4.309.041.667,220
20210403160500,-2.289.836.111,-4.309.041.667,250
20210403161000,-2.289.836.111,-4.309.041.667,226
20210403161500,-2.289.836.111,-4.309.041.667,242
20210403162000,-2.289.836.111,-4.309.041.667,236
20210403162500,-2.289.836.111,-4.309.041.667,269
20210403163000,-2.289.836.111,-4.309.041.667,216
20210403163500,-2.289.836.111,-4.309.041.667,223
20210403164000,-2.289.836.111,-4.309.041.667,261
20210403164500,-2.289.836.111,-4.309.041.667,260
20210403165000,-2.289.836.111,-4.309.041.667,167
20210403165500,-2.289.836.111,-4.309.041.667,240
,,,
20210403170000,-2.289.836.111,-4.309.041.667,199
20210403170500,-2.289.836.111,-4.309.041.667,266
20210403171000,-2.289.836.111,-4.309.041.667,187
20210403171500,-2.289.836.111,-4.309.041.667,200
20210403172000,-2.289.836.111,-4.309.041.667,177
20210403172500,-2.289.836.111,-4.309.041.667,202
20210403173000,-2.289.836.111,-4.309.041.667,254
20210403173500,-2.289.836.111,-4.309.041.667,273
20210403174000,-2.289.836.111,-4.309.041.667,239
20210403174500,-2.289.836.111,-4.309.041.667,259
20210403175000,-2.289.836.111,-4.309.041.667,225
20210403175500,-2.289.836.111,-4.309.041.667,255
,,,
20210403180000,-2.289.836.111,-4.309.041.667,244
20210403180500,-2.289.836.111,-4.309.041.667,266
20210403181000,-2.289.836.111,-4.309.041.667,225
20210403181500,-2.289.836.111,-4.309.041.667,297
20210403182000,-2.289.836.111,-4.309.041.667,216
20210403182500,-2.289.836.111,-4.309.041.667,225
20210403183000,-2.289.836.111,-4.309.041.667,213
20210403183500,-2.289.836.111,-4.309.041.667,316
20210403184000,-2.289.836.111,-4.309.041.667,236
20210403184500,-2.289.836.111,-4.309.041.667,268
20210403185000,-2.289.836.111,-4.309.041.667,236
20210403185500,-2.289.836.111,-4.309.041.667,252
,,,
20210403190000,-2.289.836.111,-4.309.041.667,244
20210403190500,-2.289.836.111,-4.309.041.667,274
20210403191000,-2.289.836.111,-4.309.041.667,253
20210403191500,-2.289.836.111,-4.309.041.667,218
20210403192000,-2.289.836.111,-4.309.041.667,271
20210403192500,-2.289.836.111,-4.309.041.667,248
20210403193000,-2.289.836.111,-4.309.041.667,300
20210403193500,-2.289.836.111,-4.309.041.667,257
20210403194000,-2.289.836.111,-4.309.041.667,250
20210403194500,-2.289.836.111,-4.309.041.667,267
20210403195000,-2.289.836.111,-4.309.041.667,232
20210403195500,-2.289.836.111,-4.309.041.667,253
,,,
20210403200000,-2.289.836.111,-4.309.041.667,216
20210403200500,-2.289.836.111,-4.309.041.667,199
20210403201000,-2.289.836.111,-4.309.041.667,207
20210403201500,-2.289.836.111,-4.309.041.667,213
20210403202000,-2.289.836.111,-4.309.041.667,251
20210403202500,-2.289.836.111,-4.309.041.667,271
20210403203000,-2.289.836.111,-4.309.041.667,319
20210403203500,-2.289.836.111,-4.309.041.667,314
20210403204000,-2.289.836.111,-4.309.041.667,256
20210403204500,-2.289.836.111,-4.309.041.667,212
20210403205000,-2.289.836.111,-4.309.041.667,213
20210403205500,-2.289.836.111,-4.309.041.667,250
,,,
20210403210000,-2.289.836.111,-4.309.041.667,216
20210403210500,-2.289.836.111,-4.309.041.667,213
20210403211000,-2.289.836.111,-4.309.041.667,210
20210403211500,-2.289.836.111,-4.309.041.667,222
20210403212000,-2.289.836.111,-4.309.041.667,192
20210403212500,-2.289.836.111,-4.309.041.667,246
20210403213000,-2.289.836.111,-4.309.041.667,197
20210403213500,-2.289.836.111,-4.309.041.667,206
20210403214000,-2.289.836.111,-4.309.041.667,221
20210403214500,-2.289.836.111,-4.309.041.667,220
20210403215000,-2.289.836.111,-4.309.041.667,222
20210403215500,-2.289.836.111,-4.309.041.667,286
,,,
20210403220000,-2.289.836.111,-4.309.041.667,232
20210403220500,-2.289.836.111,-4.309.041.667,220
20210403221000,-2.289.836.111,-4.309.041.667,202
20210403221500,-2.289.836.111,-4.309.041.667,225
20210403222000,-2.289.836.111,-4.309.041.667,199
20210403222500,-2.289.836.111,-4.309.041.667,180
20210403223000,-2.289.836.111,-4.309.041.667,180
20210403223500,-2.289.836.111,-4.309.041.667,189
20210403224000,-2.289.836.111,-4.309.041.667,155
20210403224500,-2.289.836.111,-4.309.041.667,196
20210403225000,-2.289.836.111,-4.309.041.667,167
20210403225500,-2.289.836.111,-4.309.041.667,191
,,,
20210403230000,-2.289.836.111,-4.309.041.667,195
20210403230500,-2.289.836.111,-4.309.041.667,191
20210403231000,-2.289.836.111,-4.309.041.667,159
20210403231500,-2.289.836.111,-4.309.041.667,205
20210403232000,-2.289.836.111,-4.309.041.667,212
20210403232500,-2.289.836.111,-4.309.041.667,195
20210403233000,-2.289.836.111,-4.309.041.667,144
20210403233500,-2.289.836.111,-4.309.041.667,103
20210403234000,-2.289.836.111,-4.309.041.667,91
20210403234500,-2.289.836.111,-4.309.041.667,92
20210403235000,-2.289.836.111,-4.309.041.667,99
20210403235500,-2.289.836.111,-4.309.041.667,84
,,,
20210404000000,-2.289.836.111,-4.309.041.667,161
20210404000500,-2.289.836.111,-4.309.041.667,141
20210404001000,-2.289.836.111,-4.309.041.667,145
20210404001500,-2.289.836.111,-4.309.041.667,175
20210404002000,-2.289.836.111,-4.309.041.667,162
20210404002500,-2.289.836.111,-4.309.041.667,183
20210404003000,-2.289.836.111,-4.309.041.667,167
20210404003500,-2.289.836.111,-4.309.041.667,153
20210404004000,-2.289.836.111,-4.309.041.667,136
20210404004500,-2.289.836.111,-4.309.041.667,165
20210404005000,-2.289.836.111,-4.309.041.667,131
20210404005500,-2.289.836.111,-4.309.041.667,130
,,,
20210404010000,-2.289.836.111,-4.309.041.667,104
20210404010500,-2.289.836.111,-4.309.041.667,130
20210404011000,-2.289.836.111,-4.309.041.667,127
20210404011500,-2.289.836.111,-4.309.041.667,145
20210404012000,-2.289.836.111,-4.309.041.667,135
20210404012500,-2.289.836.111,-4.309.041.667,114
20210404013000,-2.289.836.111,-4.309.041.667,127
20210404013500,-2.289.836.111,-4.309.041.667,90
20210404014000,-2.289.836.111,-4.309.041.667,97
20210404014500,-2.289.836.111,-4.309.041.667,134
20210404015000,-2.289.836.111,-4.309.041.667,105
20210404015500,-2.289.836.111,-4.309.041.667,122
,,,
20210404020000,-2.289.836.111,-4.309.041.667,113
20210404020500,-2.289.836.111,-4.309.041.667,103
20210404021000,-2.289.836.111,-4.309.041.667,123
20210404021500,-2.289.836.111,-4.309.041.667,134
20210404022000,-2.289.836.111,-4.309.041.667,121
20210404022500,-2.289.836.111,-4.309.041.667,126
20210404023000,-2.289.836.111,-4.309.041.667,122
20210404023500,-2.289.836.111,-4.309.041.667,86
20210404024000,-2.289.836.111,-4.309.041.667,112
20210404024500,-2.289.836.111,-4.309.041.667,135
20210404025000,-2.289.836.111,-4.309.041.667,103
20210404025500,-2.289.836.111,-4.309.041.667,82
,,,
20210404030000,-2.289.836.111,-4.309.041.667,91
20210404030500,-2.289.836.111,-4.309.041.667,96
20210404031000,-2.289.836.111,-4.309.041.667,93
20210404031500,-2.289.836.111,-4.309.041.667,100
20210404032000,-2.289.836.111,-4.309.041.667,106
20210404032500,-2.289.836.111,-4.309.041.667,93
20210404033000,-2.289.836.111,-4.309.041.667,88
20210404033500,-2.289.836.111,-4.309.041.667,82
20210404034000,-2.289.836.111,-4.309.041.667,98
20210404034500,-2.289.836.111,-4.309.041.667,128
20210404035000,-2.289.836.111,-4.309.041.667,90
20210404035500,-2.289.836.111,-4.309.041.667,75
,,,
20210404040000,-2.289.836.111,-4.309.041.667,106
20210404040500,-2.289.836.111,-4.309.041.667,83
20210404041000,-2.289.836.111,-4.309.041.667,74
20210404041500,-2.289.836.111,-4.309.041.667,106
